19, Touch, 1293.9386, 296.9934
9838, Touch, 1542.9163, 328.99658
11528, Fight, 10
14232, Touch, 1098.9569, 965.9949
21639, Touch, 849.9115, 933.9917
24412, Drop, 1
25139, Touch, 1053.4431, 246.00586
25307, Drop, 2
26741, Fight, 20
29188, Touch, 1066.9116, 343.99292
29783, Drop, 3
29791, Fight, 30
33978, Touch, 1357.8937, 701.9934
36749, Touch, 910.95337, 416.0083
37637, Touch, 1692.9126, 534.99023
40413, Touch, 1370.9015, 372.99683
41288, Drop, 4
41911, Fight, 40
44607, Touch, 1722.9254, 711.98
45217, Fight, 50
46285, Fight, 60
49159, Touch, 506.96594, 584.00024
51181, Fight, 70
54371, Touch, 1436.889, 654.0051
55160, Fight, 80
58071, Touch, 1104.9188, 769.9878
58398, Drop, 5
62300, Touch, 1857.8815, 781.98486
63427, Drop, 6
66080, Touch, 537.92725, 607.0056
67522, Drop, 7
69792, Touch, 850.92773, 692.9956
71189, Fight, 90
75592, Touch, 1048.9581, 340.00488
81734, Touch, 1248.9532, 1044.9976
85502, Touch, 1037.915, 313.01147
85702, Drop, 8
85706, Fight, 100
88481, Touch, 1035.9503, 828.9844
88909, Fight, 110
91470, Touch, 1099.9054, 259.02466
91793, Drop, 9
94958, Touch, 542.43256, 848.9905
97292, Fight, 120
98901, Drop, 10
102208, Touch, 865.968, 598.9966
103077, Drop, 11
105393, Touch, 946.9281, 401.01196
106397, Fight, 130
108209, Touch, 1619.9469, 498.99902
109576, Fight, 140
118521, Touch, 468.95874, 165.02563
118730, Fight, 150
120237, Fight, 160
136261, Touch, 998.95935, 217.00195
137127, Drop, 12
139966, Touch, 1608.9038, 866.9861
142322, Fight, 170
142931, Drop, 13
144742, Touch, 1190.9601, 700.4773
145419, Fight, 180
149751, Touch, 1496.9147, 205.00488
151163, Fight, 190
154397, Touch, 465.97778, 384.00513
156776, Drop, 14
158931, Touch, 1699.8907, 493.0005
160670, Fight, 200
163287, Touch, 871.92993, 122.01416
163656, Drop, 15
164384, Fight, 210
168220, Touch, 1667.9132, 775.9863
169697, Fight, 220
171068, Drop, 16
173247, Touch, 1209.9298, 605.9839
173347, Fight, 230
173860, Fight, 240
175896, Touch, 1436.889, 263.0127
177008, Drop, 17
177018, Drop, 18
177023, Fight, 250
177451, Fight, 260
179076, Touch, 1032.9016, 693.9844
179271, Fight, 270
181311, Touch, 1337.9077, 592.99805
181683, Drop, 19
183429, Touch, 1426.9299, 873.9734
184378, Fight, 280
186819, Touch, 649.476, 633.01025
187637, Drop, 20
190663, Touch, 1491.9012, 704.9927
191905, Drop, 21
191907, Fight, 290
195082, Touch, 1309.9274, 655.98267
195159, Drop, 22
195513, Fight, 300
197347, Touch, 1064.9469, 710.00244
197774, Drop, 23
200123, Touch, 1149.9042, 712.47437
200441, Drop, 24
208450, Touch, 224.92676, 410.99854
210886, Drop, 25
211281, Drop, 26
211282, Fight, 310
213363, Touch, 1137.9126, 399.99023
216950, Touch, 928.90686, 742.9944
217250, Drop, 27
217251, Fight, 320
217255, Fight, 330
220536, Touch, 538.9435, 534.99023
222750, Drop, 28
223319, Drop, 29
225983, Touch, 1324.8999, 305.00244
226206, Drop, 30
226777, Drop, 31
226778, Fight, 340
229956, Touch, 622.9523, 466.99585
231820, Drop, 32
235370, Touch, 1386.8903, 360.99976
235951, Drop, 33
239419, Touch, 1223.9539, 922.9834
240488, Drop, 34
240492, Drop, 35
242366, Touch, 1913.9099, 245.01709
245251, Drop, 36
253550, Touch, 1328.8971, 764.978
254168, Drop, 37
258082, Touch, 1082.9004, 272.99927
258857, Drop, 38
260797, Touch, 1217.9242, 666.99097
261033, Fight, 350
261437, Drop, 39
264093, Touch, 1187.9114, 146.99707
264863, Drop, 40
270331, Touch, 1639.9329, 334.99512
270608, Drop, 41
270620, Drop, 42
271860, Fight, 360
275708, Touch, 1524.895, 524.0149
276796, Fight, 370
280482, Touch, 338.94836, 827.00684
283161, Fight, 380
286870, Touch, 1933.8959, 795.99243
288734, Drop, 43
288737, Fight, 390
291482, Touch, 743.952, 666.99097
292199, Drop, 44
293712, Touch, 767.9352, 169.01367
294734, Touch, 888.93494, 170.00244
295799, Touch, 900.9265, 186.02051
298359, Touch, 822.9474, 442.01294
299277, Fight, 400
301722, Touch, 845.9143, 872.9846
303167, Drop, 45
305192, Touch, 725.9308, 261.0022
305931, Touch, 838.93616, 128.0127
307431, Fight, 410
307906, Touch, 808.92334, 402.49512
308121, Fight, 420
309969, Touch, 1202.9517, 519.0051
310614, Drop, 46
310619, Fight, 430
310956, Fight, 440
311239, Touch, 1441.9025, 490.00122
312577, Touch, 1234.9292, 664.98047
314140, Touch, 1310.9436, 292.0166
314838, Drop, 47
315183, Touch, 1470.899, 246.99463
316313, Drop, 48
316325, Fight, 450
316940, Drop, 49
317938, Touch, 639.9573, 410.00977
318603, Fight, 460
318879, Touch, 608.9282, 484.99146
319324, Fight, 470
320040, Touch, 604.931, 487.99072
320219, Fight, 480
320753, Fight, 490
320962, Touch, 872.94617, 724.01
323439, Touch, 1863.9111, 517.522
324617, Fight, 500
325617, Fight, 510
326643, Drop, 50
326672, Touch, 1551.9269, 443.99048
327187, Drop, 51
328643, Touch, 766.91895, 663.5138
330730, Touch, 838.93616, 607.0056
331411, Drop, 52
332955, Touch, 955.9387, 827.00684
333990, Drop, 53
334822, Touch, 799.9127, 457.00928
335119, Fight, 520
337238, Touch, 1123.9563, 424.01733
337624, Fight, 530
339166, Touch, 651.94885, 804.99023
340342, Fight, 540
341347, Touch, 1436.4487, 613.00415
342516, Fight, 550
343117, Touch, 1706.9366, 707.0032
344051, Touch, 1705.9204, 704.0039
344550, Fight, 560
345253, Touch, 1633.9032, 611.9824
345580, Drop, 54
347137, Drop, 55
348740, Touch, 1249.9017, 446.98975
348918, Drop, 56
350441, Touch, 1068.9441, 902.9773
351653, Fight, 570
354182, Touch, 803.9099, 534.00146
356151, Touch, 813.93677, 605.9839
356423, Drop, 57
359081, Touch, 991.91345, 827.9956
359717, Fight, 580
361500, Touch, 880.94055, 368.02002
361956, Fight, 590
364596, Touch, 1818.9258, 360.99976
