,apm,epm,gpm,aht,dev,tln,dbc,tbc,label
0,0.008610070236580756,0.07380060202783505,0.004920040135189003,0.02430734114408853,0.0959265393877022,0.733537596084217,0.10479108515488812,0.6600028839683748,0
1,0.009795175301718164,0.09795175301718163,0.0065301168678121085,0.03577959867155384,0.17038009739071192,0.677764123813551,0.1129606873022585,0.6984504166530702,0
2,0.011857476707583565,0.053897621398107116,0.006467714567772854,0.02433559269187261,0.0702682927964932,0.8822165943407142,0.08020150857642856,0.4545815218085351,0
3,0.009495531754010267,0.04069513608861543,0.002713009072574362,0.02942322934661004,0.08608793439933725,0.7873747032606834,0.11248210046581192,0.5977945928350571,0
4,0.011474817241266136,0.0764987816084409,0.006374898467370075,0.028262049872007332,0.07872927063670136,0.8550829444071177,0.09500921604523531,0.4967745879005921,0
5,0.011076096555522877,0.13845120694403595,0.0013845120694403596,0.02953625748139434,0.12562437481021352,0.7715941953668922,0.09644927442086153,0.5994937260676757,0
6,0.009095153731622962,0.07579294776352467,0.004547576865811481,0.03528582790324093,0.1112613282594072,0.7464763557104975,0.12441272595174958,0.6386097227275265,0
7,0.010248752634858447,0.05693751463810248,0.0045550011710481985,0.02309132538100823,0.0913908363986664,0.8219819698121383,0.09133132997912648,0.5511361625252861,0
8,0.00992300455689775,0.08505432477340928,0.0028351441591136428,0.029870268819233024,0.11574340139963518,0.7706713997807573,0.1100959142543939,0.6101761819942393,0
9,0.0057178080703802585,0.09529680117300432,0.0057178080703802585,0.026153677655257848,0.10080775401389346,0.3402201231360563,0.11340670771201876,0.9227112773576143,0
10,0.007418149395828587,0.018545373489571467,0.00556361204687144,0.034618030513866735,0.12521806930535206,0.5863238126460318,0.14658095316150796,0.7857674747531429,0
11,0.008019297910434039,0.032077191641736155,0.006415438328347231,0.03330681732133604,0.12549062193565358,0.5604876935286487,0.11209753870572975,0.8095035724032583,0
12,0.015472507888443043,0.07032958131110474,0.007032958131110474,0.02781215260939142,0.09110510475129412,0.7642266421503459,0.06947514928639509,0.6299381526046035,0
13,0.015326174420235738,0.0766308721011787,0.012260939536188592,0.03425167768158745,0.12367663842246389,0.7608388507615865,0.07608388507615864,0.6265850975473045,0
14,0.012596870667438342,0.047238265002893784,0.006298435333719171,0.033516673740148446,0.11977002374413227,0.7652195817881211,0.09565244772351517,0.6224078805473875,0
15,0.013283225802867825,0.016604032253584783,0.011622822577509347,0.032931330636276485,0.11071240177563801,0.8493578304033357,0.10616972880041696,0.5033789111545119,0
16,0.012780407097491113,0.07100226165272841,0.004260135699163704,0.03423886839698236,0.08220437612980404,0.755307049919088,0.08392300554656534,0.6397777123321847,0
