,apm,epm,gpm,aht,dev,tln,dbc,tbc,label
0,0.003474085885479215,0.024608108355477772,0.0020265500998628756,0.009375809911419165,0.0343567469960676,0.7806799927348193,0.03252833303061747,0.6225677709641603,0
1,0.0037735867593837423,0.02987422851178796,0.001257862253127914,0.01025943900207455,0.03495535001938635,0.7933936546550211,0.033058068943959226,0.605968851133107,0
2,0.0032498518537947296,0.023635286209416215,0.0013294848492796621,0.009460829053712342,0.0377318587902223,0.8095864822841001,0.03679938555836819,0.5840645312377708,0
3,0.0023171352596507563,0.01544756839767171,0.0019309460497089637,0.010604112056318392,0.043515541314722975,0.560945329247145,0.04674544410392875,0.8251675141963982,0
4,0.0051444947744728065,0.023061528299360857,0.003015738316070266,0.011396187591965326,0.0402094338311673,0.7806111266894367,0.026917625058256435,0.6225814357155531,0
5,0.0043745786008662375,0.015748482963118454,0.002449764016485093,0.01158738379797449,0.04281567155817767,0.7648705294182992,0.030594821176731967,0.6417136650819928,0
6,0.0027608033127303785,0.03128910421094429,0.002208642650184303,0.01222729111615921,0.053853953275508834,0.761172664389388,0.05074484429262587,0.6434282187260875,0
7,0.002754779125916668,0.021065958021715698,0.0022686416331078444,0.01136227238094349,0.04013104884740146,0.809945549235914,0.04764385583740671,0.5826852991352724,0
8,0.0030899480714420393,0.021629636500094276,0.002008466246437326,0.009609738502184743,0.03766436346448535,0.7785394679061051,0.03892697339530526,0.6247948570647981,0
9,0.0040642273876553186,0.0156316437986743,0.002501063007787888,0.010963193256493304,0.03892550027235645,0.8034191260142303,0.030900735615931936,0.5930095654935225,0
10,0.004572090995686742,0.022860454978433708,0.0013063117130533547,0.023035407440003357,0.07337381093728976,0.8895007902258502,0.06353577073041787,0.44529989111800444,0
11,0.002040914196561773,0.024119895050275498,0.0007421506169315538,0.014952648225223238,0.04488004447445719,0.7025425817957851,0.06386750743598046,0.7067747708578165,0
12,0.002470903761999839,0.02470903761999839,0.0008236345873332797,0.016893088567283623,0.03196462353814886,0.5764441249490587,0.04803701041242156,0.8145429286192546,0
13,0.002175734521169575,0.019779404737905227,0.001384558331653366,0.01630976749013102,0.04463916356938876,0.7095394012617645,0.06450358193288769,0.6998118224643686,0
14,0.0020036739647009845,0.01781043524178653,0.0020036739647009845,0.016388074094004966,0.06391471759901017,0.7006391849655629,0.07784879832950699,0.7059499953742874,0
15,0.0021913049145089437,0.026295658974107326,0.0015339134401562606,0.017201743578895208,0.05340675072229113,0.5712118411509287,0.05712118411509287,0.8164602901922642,0
16,0.0026239216471048996,0.006559804117762249,0.002405261509846158,0.015524869745370656,0.04093681330505464,0.6265704212583622,0.05221420177153019,0.776344407331883,0
17,0.0022479832056448174,0.010218105480203715,0.002656707424852966,0.019943884059997617,0.046021927330051275,0.5580039646029414,0.05072763314572195,0.8266958238758816,0
18,0.0025900653778938216,0.011954147897971484,0.0017931221846957228,0.017463784012485266,0.0399551700145461,0.6281557995018222,0.04831967688475556,0.7752620690045757,0
19,0.002058023611134991,0.008232094444539964,0.001646418888907993,0.02107416177802231,0.04126392769820709,0.5588305220551146,0.055883052205511465,0.8260532588984739,0
